"X","Y"
"15628","0.317"
"15633","0.054"
"15638","0.085"
"15643","-0.246"
"15648","0.154"
"15653","-0.246"
"15658","0.057"
"15663","-0.16"
"15668","0.182"
"15673","-0.14"
"15678","-0.306"
"15683","-0.088"
"15688","-0.281"
"15693","-0.019"
"15698","-0.27"
"15702","-0.109"
"15708","-0.441"
"15713","-0.054"
"15718","0.607"
"15723","0.265"
"15728","-0.156"
"15732","0.088"
"15738","-0.382"
"15743","-0.081"
"15748","0.044"
"15753","-0.046"
"15758","0.026"
"15764","0.026"
"15768","-0.03"
"15773","0.085"
"15778","-0.14"
"15783","0.372"
"15788","0.338"
"15793","-0.561"
"15798","-0.644"
"15802","0.185"
"15808","-0.509"
"15813","0.244"
"15818","0.047"
"15823","0.026"
"15828","-0.392"
"15832","0.687"
"15838","-0.319"
"15843","-0.308"
"15848","-0.482"
"15853","-0.191"
"15858","-0.06"
"15864","-0.7"
"15868","0.746"
"15873","-0.202"
"15878","0.081"
"15883","0.255"
"15888","-0.316"
"15893","0.372"
"15898","-0.167"
"15903","0.137"
"15908","0.629"
"15913","-0.572"
"15918","0.272"
"15922","0.189"
"15928","-0.219"
"15932","0.116"
"15938","-0.347"
"15942","-0.561"
"15948","0.483"
"15953","-0.288"
"15958","-0.638"
"15963","0.179"
"15968","0.223"
"15973","-0.427"
"15978","-0.333"
"15983","0.338"
"15988","-0.284"
"15993","-0.208"
"15998","-0.177"
"16003","0.213"
"16008","-0.036"
"16013","0.054"
"16017","-0.298"
"16022","-0.06"
"16027","-0.119"
"16033","-0.044"
"16038","-0.081"
"16042","0.414"
"16048","-0.347"
"16053","-0.208"
"16058","0.147"
"16063","0.008"
"16068","-0.378"
"16073","0.106"
"16078","0.369"
"16083","-0.123"
"16088","0.313"
"16093","-0.16"
"16098","-0.278"
"16102","-0.416"
"16108","0.05"
"16113","-0.333"
"16118","-0.046"
"16123","0.044"
"16128","0.203"
"16133","-0.638"
"16138","0.223"
"16143","-0.523"
"16148","-0.074"
"16153","-0.672"
"16158","0.081"
"16163","-0.433"
"16168","-0.012"
"16173","-0.098"
"16178","-0.216"
"16183","-0.482"
"16188","0.41"
"16193","0"
"16198","-0.364"
"16202","0"
"16208","0"
"16213","0"
"16217","0"
"16222","-0.032"
"16228","0"
"16233","0.261"
"16238","-0.34"
"16243","0"
"16248","0"
"16253","0"
"16258","0"
"16262","-0.292"
"16268","0.054"
"16273","0.019"
"16278","-0.177"
"16283","-0.109"
"16288","0.185"
"16293","0"
"16298","0"
"16303","0"
"16308","0"
"16314","0"
"16318","0"
"16322","0"
"16327","0"
"16333","0"
"16338","0"
"16343","0"
"16348","0"
"16353","0"
"16358","0"
"16362","0"
"16368","0"
"16373","0"
"16378","0"
"16383","-0.374"
"16388","-0.579"
"16393","0.524"
"16398","-0.527"
"16403","0.299"
"16408","-0.35"
"16413","-0.226"
"16418","0.189"
"16423","0.42"
"16428","-0.388"
"16432","-0.06"
"16438","-0.064"
"16443","-0.095"
"16448","-0.064"
"16453","-0.188"
"16458","0.044"
"16463","-0.012"
"16468","-0.153"
"16472","0.207"
"16478","-0.202"
"16483","0.265"
"16488","-0.322"
"16493","-0.167"
"16498","-0.25"
"16502","0.137"
"16508","-0.112"
"16513","0.092"
"16517","0.223"
"16522","-0.092"
"16527","-0.295"
"16533","-0.24"
"16538","-0.292"
"16543","0.251"
"16548","-0.638"
"16553","0.008"
"16558","-0.589"
"16563","0.355"
"16568","-0.133"
"16573","0.293"
"16578","-0.019"
"16583","-0.547"
"16588","0.019"
"16593","-0.517"
"16598","-0.281"
"16602","-0.312"
"16608","0.088"
"16613","0.217"
"16618","-0.208"
"16622","-0.084"
"16627","-0.406"
"16633","0.272"
"16638","0.127"
"16643","0.231"
"16648","0.03"
"16653","0.05"
"16658","0.016"
"16663","-0.156"
"16668","-0.126"
"16673","-0.044"
"16678","-0.081"
"16683","-0.236"
"16688","0.141"
"16693","0.071"
"16698","0.217"
"16703","-0.032"
"16708","-0.454"
"16713","0.279"
"16718","0.044"
"16723","-0.274"
"16727","0.081"
"16733","-0.174"
"16738","0.203"
"16743","-0.409"
"16748","-0.222"
"16753","0.033"
"16758","-0.482"
"16762","0.081"
"16768","-0.471"
"16772","0.217"
"16778","-0.302"
"16783","-0.156"
"16788","0.209"
"16793","-0.274"
"16798","0.03"
"16803","-0.008"
"16808","-0.036"
"16813","0.044"
"16818","-0.246"
"16822","-0.133"
"16827","-0.032"
"16833","-0.409"
"16838","-0.316"
"16843","0.583"
"16848","-0.441"
"16853","0.002"
"16858","0.074"
"16863","0.016"
"16868","-0.447"
"16873","-0.219"
"16878","-0.423"
"16883","0.324"
"16888","-0.17"
"16893","-0.433"
"16898","0.071"
"16903","-0.278"
"16908","-0.046"
"16913","0.444"
"16918","-0.064"
"16922","-0.437"
"16928","0.265"
"16933","-0.222"
"16938","-0.05"
"16942","-0.219"
"16948","0.203"
"16953","0.286"
"16958","-0.243"
"16963","-0.613"
"16968","-0.617"
"16972","0.109"
"16978","-0.395"
"16983","0.348"
"16987","-0.008"
"16993","-0.395"
"16998","0.233"
"17003","-0.319"
"17008","-0.43"
"17014","0.486"
"17018","0.299"
"17022","0.22"
"17028","0.39"
"17032","-0.575"
"17038","0.393"
"17042","-0.807"
"17048","0.348"
"17053","-0.243"
"17058","-0.071"
"17063","-0.208"
"17068","0.22"
"17073","-0.092"
"17078","-0.071"
"17083","-0.174"
"17088","-0.071"
"17093","0.071"
"17098","-0.205"
"17103","-0.14"
"17108","-0.098"
"17113","0.193"
"17118","-0.507"
"17122","-0.032"
"17128","0.251"
"17132","0.106"
"17138","-0.229"
"17143","0.258"
"17148","-0.167"
"17153","0.019"
"17158","-0.216"
"17163","0.002"
"17168","-0.04"
"17173","-0.102"
"17178","-0.123"
"17183","-0.06"
"17188","-0.147"
"17193","-0.092"
"17198","-0.202"
"17203","-0.163"
"17208","0.095"
"17213","0.272"
"17217","0.175"
"17222","0.022"
"17227","-0.236"
"17233","-0.144"
"17238","0.109"
"17243","-0.202"
"17248","0"
"17253","0.033"
"17258","0"
"17263","0"
"17268","-0.071"
"17272","0"
"17278","0"
"17283","0"
"17288","0"
"17293","0.092"
"17298","0"
"17302","0"
"17308","-0.147"
"17313","0"
"17317","0"
"17322","0"
"17328","0"
"17333","0"
"17338","-0.078"
"17343","-0.517"
"17348","-0.298"
"17353","0"
"17358","0"
"17362","0"
"17368","0"
"17373","0"
"17378","0"
"17383","0"
"17388","0"
"17393","0"
"17397","0"
"17403","0"
"17408","0"
"17413","0"
"17418","0"
"17422","0"
"17428","0"
"17432","0"
"17438","0"
"17443","0"
"17448","0"
"17453","0"
"17458","0"
"17462","0"
"17468","-0.35"
"17472","-0.198"
"17478","0.255"
"17483","0.161"
"17488","0.047"
"17493","-0.078"
"17498","-0.005"
"17503","-0.316"
"17508","0.189"
"17513","-0.054"
"17518","-0.264"
"17522","0.171"
"17528","-0.61"
"17533","0.141"
"17538","0.362"
"17543","-0.119"
"17548","-0.081"
"17553","0.452"
"17558","-0.026"
"17563","-0.361"
"17568","0.324"
"17573","-0.769"
"17578","-0.153"
"17583","-0.243"
"17588","-0.298"
"17593","-0.032"
"17598","0.154"
"17603","-0.572"
"17608","0.008"
"17613","-0.102"
"17617","-0.24"
"17622","-0.219"
"17628","-0.205"
"17633","0.175"
"17638","0.157"
"17643","-0.832"
"17648","0.282"
"17653","-0.406"
"17658","-0.068"
"17663","-0.156"
"17668","-0.109"
"17672","-0.33"
"17678","0.362"
"17683","-0.385"
"17688","-0.295"
"17693","0.199"
"17698","-0.222"
"17702","0.382"
"17707","-0.095"
"17713","0.019"
"17717","-0.371"
"17722","0.265"
"17727","-0.503"
"17733","-0.26"
"17738","-0.054"
"17743","0.04"
"17748","0.227"
"17753","-0.27"
"17758","-0.236"
"17763","-0.095"
"17768","-0.022"
"17773","-0.565"
"17778","-0.184"
"17783","0.231"
"17788","0.057"
"17793","-0.236"
"17798","0.369"
"17802","-0.16"
"17808","-0.461"
"17813","0.074"
"17817","-0.222"
"17822","0.175"
"17828","-0.278"
"17832","0.41"
"17838","-0.852"
"17843","0.161"
"17848","-0.243"
"17853","-0.593"
"17858","0.494"
"17863","-0.392"
"17867","-0.454"
"17873","0.293"
"17878","0.026"
"17883","-0.084"
"17887","0.199"
"17892","-0.236"
"17899","0.151"
"17905","0.092"
"17910","0.195"
"17915","-0.278"
"17920","-0.109"
"17924","-0.243"
"17928","-0.064"
"17933","0.006"
"17938","0.092"
"17943","-0.205"
"17948","-0.044"
"17953","-0.444"
"17958","0.175"
"17963","-0.361"
"17968","-0.098"
"17973","0.195"
"17978","0.324"
"17983","0.102"
"17988","-0.932"
"17992","0.006"
"17998","-0.25"
"18003","-0.156"
"18008","0.209"
"18013","0.265"
"18018","-0.696"
"18023","0.476"
"18028","-0.078"
"18032","-0.054"
"18038","0.085"
"18043","-0.13"
"18048","0.016"
"18053","0.334"
"18058","-0.634"
"18062","0.76"
"18068","-0.368"
"18073","0.331"
"18078","-0.174"
"18083","-0.457"
"18088","0.137"
"18092","0.133"
"18098","-0.704"
"18102","0.607"
"18107","0.199"
"18113","0.341"
"18117","0.106"
"18122","-0.212"
"18128","0.071"
"18132","-0.147"
"18137","-0.167"
"18143","-0.109"
"18147","0.341"
"18152","-0.284"
"18158","0.026"
"18163","-0.06"
"18168","-0.278"
"18173","-0.133"
"18178","-0.288"
"18183","0.016"
"18188","-0.232"
"18193","0.272"
"18198","0.05"
"18202","0.151"
"18208","0.299"
"18213","-0.144"
"18217","-0.284"
"18222","0.13"
"18228","-0.374"
"18233","0.223"
"18238","-0.669"
"18243","0.113"
"18248","-0.236"
"18253","-0.163"
"18258","0.012"
"18262","-0.419"
"18268","-0.254"
"18273","0.237"
"18278","-0.256"
"18283","0.331"
"18287","-0.264"
"18292","0.282"
"18298","0.119"
"18302","-0.229"
"18308","0.504"
"18313","-0.385"
"18317","0.217"
"18322","-0.479"
"18328","0.144"
"18333","-0.547"
"18338","0.48"
"18343","-0.336"
"18348","0.223"
"18353","-0.102"
"18357","0.31"
"18363","-0.361"
"18369","-0.24"
"18372","-0.222"
"18377","-0.191"
"18383","0.033"
"18387","-0.243"
"18392","-0.123"
"18398","0.05"
"18402","0.282"
"18408","-0.336"
"18413","0.486"
"18417","-0.24"
"18422","-0.112"
"18428","-0.357"
"18433","0.418"
"18438","-0.202"
"18443","0.338"
"18448","-0.24"
"18452","0.615"
"18458","0.154"
"18462","-0.531"
"18468","-0.032"
"18473","0.092"
"18478","-0.14"
"18483","-0.174"
"18487","-0.05"
"18493","-0.03"
"18498","-0.005"
"18503","0.31"
"18508","0.13"
"18513","0"
"18517","0"
"18522","-0.03"
"18528","0"
"18533","0"
"18538","0"
"18543","0.629"
"18548","0"
"18553","0"
"18558","0"
"18562","0"
"18568","0"
"18573","0.054"
"18578","0"
"18582","0"
"18587","0"
"18593","0"
"18597","0"
"18602","-0.378"
"18607","0"
"18613","-0.194"
"18617","0.109"
"18622","-0.264"
"18628","0"
"18632","0"
"18638","0"
"18643","0"
"18648","0"
"18652","0"
"18658","0"
"18662","0"
"18668","0"
"18672","0"
"18678","0"
"18682","0"
"18687","0"
"18693","0"
"18698","0"
"18703","0"
"18708","0"
"18713","0"
"18717","0"
"18722","0"
"18727","0"
"18733","0"
"18737","0"
"18743","0"
"18748","0"
"18752","-0.036"
"18758","0.068"
"18762","0.119"
"18768","0.251"
"18773","0.376"
"18778","-0.25"
"18783","0.127"
"18788","-0.109"
"18793","-0.319"
"18798","0.223"
"18803","0.272"
"18808","0.386"
"18813","-0.208"
"18817","-0.074"
"18822","-0.019"
"18828","0.32"
"18832","-0.544"
"18838","0.566"
"18843","-0.27"
"18848","-0.026"
"18853","-0.005"
"18858","0.237"
"18863","-0.226"
"18868","0.414"
"18873","-0.461"
"18878","0.396"
"18883","0.137"
"18887","0.044"
"18892","0.42"
"18898","-0.374"
"18903","0.081"
"18908","0.296"
"18913","-0.032"
"18917","0.141"
"18922","-0.012"
"18928","0.123"
"18932","0.109"
"18938","0.085"
"18942","-0.163"
"18947","-0.14"
"18952","0.279"
"18957","0.217"
"18962","0.071"
"18968","-0.333"
"18972","-0.019"
"18978","0.179"
"18982","-0.078"
"18987","-0.008"
"18993","-0.032"
"18998","-0.479"
"19002","0.255"
"19008","0.008"
"19012","0.265"
"19017","-0.222"
"19022","0.157"
"19027","0.161"
"19032","-0.205"
"19038","-0.188"
"19042","-0.177"
"19048","-0.137"
"19052","0.185"
"19057","-0.298"
"19063","-0.074"
"19068","0.157"
"19072","-0.302"
"19078","0.185"
"19082","-0.326"
"19087","0.241"
"19093","0.081"
"19097","-0.084"
"19102","0.012"
"19108","0.137"
"19113","-0.485"
"19118","0.185"
"19122","-0.87"
"19128","0.407"
"19132","-0.354"
"19137","-0.06"
"19143","-0.012"
"19147","-0.098"
"19152","-0.184"
"19157","-0.022"
"19162","-0.489"
"19168","-0.493"
"19172","0.168"
"19178","-0.427"
"19182","-0.226"
"19188","0.458"
"19192","-0.27"
"19197","-0.084"
"19202","0.161"
"19207","-0.036"
"19212","-0.561"
"19217","-0.03"
"19222","-0.582"
"19227","-0.14"
"19232","0.207"
"19237","-0.413"
"19242","-0.298"
"19248","-0.156"
"19252","-0.752"
"19257","0.649"
"19263","0.071"
"19268","-0.081"
"19272","-0.495"
"19278","0.008"
"19282","0.064"
"19287","0.532"
"19292","-0.354"
"19298","0.307"
"19303","-0.513"
"19308","-0.126"
"19313","-0.43"
"19317","0.49"
"19322","-0.347"
"19327","0.113"
"19333","-0.312"
"19338","-0.256"
"19342","0.081"
"19347","-0.163"
"19352","-0.06"
"19357","-0.022"
"19362","-0.15"
"19368","0.161"
"19372","0.085"
"19378","-0.03"
"19383","0.147"
"19388","-0.433"
"19393","0.179"
"19397","-0.503"
"19403","0.49"
"19408","-0.437"
"19413","0.376"
"19417","-0.25"
"19422","0.165"
"19428","-0.274"
"19432","-0.198"
"19438","-0.163"
"19442","0.22"
"19447","-0.593"
"19452","0.036"
"19457","-0.03"
"19462","-0.17"
"19468","-0.123"
"19472","0.012"
"19478","-0.123"
"19483","0.157"
"19487","-0.084"
"19492","0.407"
"19497","0.193"
"19503","-0.15"
"19508","0.251"
"19513","0.338"
"19517","-0.344"
"19522","0.217"
"19527","-0.078"
"19533","-0.181"
"19537","0.275"
"19542","-0.05"
"19548","-0.016"
"19552","-0.078"
"19557","-0.005"
"19562","0.217"
"19568","-0.27"
"19572","0.13"
"19578","0.227"
"19582","-0.04"
"19587","-0.026"
"19592","0.293"
"19597","-0.533"
"19602","0.625"
"19608","0.016"
"19613","0.099"
"19617","-0.064"
"19622","0"
"19627","0.106"
"19632","0.05"
"19638","0.071"
"19643","-0.026"
"19647","-0.054"
"19652","-0.163"
"19657","-0.368"
"19662","0.494"
"19667","0.231"
"19672","0.113"
"19678","-0.35"
"19683","-0.057"
"19688","-0.032"
"19692","0.372"
"19697","-0.133"
"19702","-0.044"
"19707","-0.306"
"19713","0.095"
"19717","-0.27"
"19722","-0.284"
"19727","-0.084"
"19732","0.213"
"19738","-0.212"
"19742","-0.026"
"19748","-0.133"
"19752","0.008"
"19757","-0.202"
"19763","0.289"
"19768","-0.652"
"19772","0.185"
"19777","-0.202"
"19783","-0.074"
"19787","0.244"
"19792","-0.229"
"19798","-0.17"
"19802","0.504"
"19808","-0.433"
"19813","-0.392"
"19817","-0.088"
"19822","-0.081"
"19828","0.002"
"19832","0.317"
"19838","0"
"19842","-0.451"
"19848","0"
"19853","0"
"19858","0"
"19863","-0.558"
"19868","0.217"
"19872","-0.137"
"19878","0"
"19882","0"
"19887","0.293"
"19892","0"
"19898","0"
"19902","0"
"19908","0"
"19913","0.144"
"19917","0.127"
"19922","0"
"19927","0"
"19932","0"
"19938","0.085"
"19942","-0.156"
"19947","0.113"
"19952","-0.054"
"19957","0"
"19963","0"
"19968","0"
"19972","0"
"19978","0"
"19982","0"
"19987","0"
"19993","0"
"19998","0"
"20002","0"
"20008","0"
"20013","0"
"20017","0"
"20022","0"
"20027","0"
"20032","0"
"20037","0"
"20042","0"
"20048","0"
"20052","0"
"20057","0"
"20062","0.012"
"20068","0.05"
"20072","-0.306"
"20078","0.189"
"20082","0.265"
"20087","0.372"
"20093","0.054"
"20098","-0.572"
"20103","0.151"
"20108","-0.123"
"20113","-0.246"
"20117","-0.092"
"20122","0.237"
"20127","-0.202"
"20132","0.424"
"20137","0.165"
"20143","-0.312"
"20147","0.643"
"20152","-0.184"
"20157","0.008"
"20162","-0.008"
"20168","0.144"
"20172","-0.123"
"20177","0.061"
"20182","0.151"
"20187","0.116"
"20192","-0.156"
"20198","0.324"
"20202","-0.092"
"20208","-0.106"
"20213","-0.319"
"20217","0.372"
"20222","-0.198"
"20227","0.317"
"20232","0.22"
"20237","-0.194"
"20242","0.418"
"20248","0.144"
"20252","-0.012"
"20257","-0.054"
"20262","0.054"
"20268","-0.357"
"20272","0.261"
"20278","0.054"
"20282","0.269"
"20287","0.061"
"20292","0.223"
"20297","0.344"
"20303","-0.479"
"20308","-0.098"
"20313","-0.174"
"20317","0.895"
"20322","-0.246"
"20327","0.458"
"20332","0.008"
"20338","0.109"
"20342","0.147"
"20347","0.116"
"20352","-0.513"
"20357","0.265"
"20362","-0.16"
"20368","0.209"
"20372","-0.022"
"20378","0.185"
"20382","0.092"
"20387","0.182"
"20393","-0.236"
"20398","0.106"
"20402","-0.416"
"20408","-0.005"
"20412","0.708"
"20417","-0.71"
"20422","0.251"
"20427","0.189"
"20432","-0.246"
"20438","-0.184"
"20442","0.016"
"20447","-0.52"
"20452","0.195"
"20457","-0.06"
"20463","-0.62"
"20468","0.362"
"20472","-0.054"
"20477","0.199"
"20482","-0.191"
"20487","-0.074"
"20492","0.113"
"20497","-0.208"
"20502","0.047"
"20508","0.141"
"20513","-0.388"
"20517","0.227"
"20522","0.068"
"20527","-0.03"
"20532","0.006"
"20537","0.715"
"20542","-0.174"
"20547","-0.433"
"20552","-0.057"
"20557","0.061"
"20563","-0.284"
"20568","-0.012"
"20572","0.279"
"20578","-0.292"
"20582","0.05"
"20587","-0.558"
"20592","0.04"
"20598","-0.032"
"20602","-0.008"
"20608","-0.046"
"20613","-0.163"
"20617","0.269"
"20622","-0.119"
"20628","0.209"
"20633","0.251"
"20638","-0.232"
"20642","0.185"
"20648","-0.022"
"20652","0.026"
"20657","0.133"
"20662","-0.13"
"20668","0.061"
"20672","-0.095"
"20678","-0.116"
"20682","-0.123"
"20687","-0.081"
"20692","0.071"
"20697","-0.109"
"20702","0.189"
"20707","-0.433"
"20712","0.04"
"20717","-0.368"
"20722","-0.133"
"20728","0.442"
"20732","-0.232"
"20737","-0.13"
"20742","-0.388"
"20748","-0.281"
"20752","0.081"
"20757","0.064"
"20763","-0.368"
"20768","0.22"
"20772","-0.04"
"20778","-0.561"
"20782","-0.354"
"20787","0.006"
"20793","0.241"
"20798","0.331"
"20802","-0.374"
"20808","0.209"
"20813","0.231"
"20817","-0.316"
"20822","-0.095"
"20827","-0.308"
"20832","0.683"
"20838","0.456"
"20842","-0.364"
"20847","-0.644"
"20852","-0.06"
"20857","-0.278"
"20862","-0.468"
"20868","-0.081"
"20872","-0.523"
"20877","0.261"
"20882","0.054"
"20887","-0.533"
"20892","0.396"
"20897","-0.284"
"20902","-0.219"
"20908","0.175"
"20912","-0.064"
"20917","0.195"
"20922","0.019"
"20927","0.05"
"20932","-0.133"
"20937","0.507"
"20942","-0.561"
"20947","0.231"
"20952","-0.002"
"20957","0.008"
"20962","-0.382"
"20968","0.386"
"20973","-0.596"
"20978","0"
"20982","0.587"
"20987","0.012"
"20992","0"
"20997","0"
"21002","-0.229"
"21008","0"
"21013","0"
"21017","0"
"21022","0"
"21027","0"
"21032","0"
"21037","0"
"21042","-0.167"
"21047","0"
"21052","0"
"21057","0"
"21063","0"
"21068","0"
"21072","-0.026"
"21077","0.047"
"21082","-0.212"
"21087","0"
"21092","0"
"21097","-0.005"
"21102","0"
"21107","0"
"21113","0"
"21117","0"
"21122","-0.016"
"21127","0"
"21132","0"
"21137","0"
"21142","0"
"21148","0"
"21152","0"
"21157","0.189"
"21162","0.577"
"21169","0"
"21175","-0.284"
"21180","-0.005"
"21184","0.099"
"21189","0.026"
"21193","0.199"
"21198","0.317"
"21203","-0.402"
"21208","0.068"
"21213","0.057"
"21217","-0.119"
"21222","0.366"
"21227","0.006"
"21232","-0.102"
"21237","0.237"
"21243","0.379"
"21247","-0.137"
"21252","0.095"
"21257","-0.409"
"21263","-0.005"
"21267","-0.666"
"21272","0.095"
"21277","-0.537"
"21282","-0.278"
"21287","-0.212"
"21292","0.352"
"21297","-0.002"
"21302","0.691"
"21307","-0.61"
"21313","0.331"
"21317","-0.012"
"21322","-0.732"
"21328","0.57"
"21332","-0.507"
"21337","-0.04"
"21342","-0.002"
"21347","-0.409"
"21352","0.414"
"21357","-0.163"
"21362","-0.288"
"21368","0.213"
"21372","-0.527"
"21377","0.157"
"21382","0.03"
"21387","0.061"
"21392","-0.153"
"21397","0.299"
"21402","-0.019"
"21407","0.379"
"21413","-0.071"
"21417","-0.451"
"21422","-0.427"
"21427","0.095"
"21432","0.175"
"21437","-0.555"
"21442","-0.281"
"21447","0.137"
"21452","-0.177"
"21457","0.317"
"21462","0.161"
"21467","-0.137"
"21472","0.012"
"21477","-0.347"
"21482","0.002"
"21487","-0.316"
"21492","-0.022"
"21498","0.137"
"21502","-0.482"
"21507","-0.17"
"21513","-0.27"
"21517","-0.106"
"21522","-0.137"
"21527","0.729"
"21532","-0.109"
"21537","0.494"
"21542","-0.264"
"21547","-0.284"
"21552","-0.074"
"21557","-0.295"
"21562","-0.153"
"21567","0.41"
"21572","-0.658"
"21577","0.653"
"21582","-0.102"
"21587","-0.17"
"21592","0.217"
"21597","-0.116"
"21602","-0.198"
"21607","-0.17"
"21613","-0.361"
"21617","0.071"
"21622","0.303"
"21627","-0.437"
"21632","0.026"
"21637","0.545"
"21642","-0.022"
"21647","-0.147"
"21652","-0.005"
"21657","-0.579"
"21662","0.22"
"21667","-0.693"
"21672","0.106"
"21677","0.054"
"21682","-0.631"
"21687","0.109"
"21692","0.147"
"21697","-0.116"
"21702","0.141"
"21707","-0.081"
"21713","-0.036"
"21717","-0.385"
"21722","0.008"
"21727","-0.575"
"21732","0.39"
"21737","-0.326"
"21742","0.141"
"21747","0.133"
"21752","0.255"
"21757","0.144"
"21762","0.109"
"21767","-0.371"
"21772","-0.167"
"21777","-0.354"
"21782","0.286"
"21787","-0.123"
"21792","-0.374"
"21797","0.127"
"21802","0.064"
"21807","-0.368"
"21813","-0.016"
"21817","-0.507"
"21822","0.382"
"21827","-0.03"
"21832","-0.361"
"21837","0.154"
"21842","0.272"
"21847","-0.537"
"21852","0.331"
"21857","-0.582"
"21862","0.372"
"21867","0.04"
"21872","-0.06"
"21877","-0.184"
"21882","0.237"
"21887","0.573"
"21892","-0.686"
"21897","0.483"
"21902","-0.068"
"21907","-0.071"
"21913","-0.385"
"21917","0.497"
"21922","-0.116"
"21927","0.275"
"21932","-0.316"
"21937","-0.188"
"21942","0.002"
"21947","-0.177"
"21952","-0.344"
"21957","0.05"
"21962","0.054"
"21967","-0.15"
"21972","0.313"
"21977","-0.184"
"21982","0.189"
"21987","-0.019"
"21992","0.269"
"21997","-0.088"
"22002","-0.116"
"22007","-0.392"
"22013","-0.109"
"22017","0.494"
"22022","-0.17"
"22027","-0.002"
"22032","-0.084"
"22037","0.151"
"22042","0.012"
"22047","0.282"
"22052","-0.102"
"22057","0.189"
"22062","-0.479"
"22067","0.521"
"22072","-0.163"
"22077","0.217"
"22082","0.376"
"22087","-0.52"
"22092","0.393"
"22097","-0.672"
"22102","0.044"
"22107","-0.302"
"22113","0.109"
"22117","-0.302"
"22122","0.67"
"22127","-0.24"
"22132","0.227"
"22137","0.05"
"22142","-0.008"
"22147","0.193"
"22152","0.179"
"22158","-0.378"
"22162","0.434"
"22167","-0.022"
"22172","0.092"
"22177","-0.008"
"22182","-0.081"
"22187","-0.302"
"22192","0.535"
"22197","-0.371"
"22202","0.193"
"22207","0"
"22212","0.195"
"22217","0.659"
"22222","0"
"22227","0"
"22232","0"
"22237","0"
"22242","0"
"22247","0"
"22252","0"
"22258","0"
"22262","0"
"22267","0"
"22272","0"
"22277","0"
"22282","0.165"
"22287","0.022"
"22292","-0.226"
"22297","0"
"22302","0"
"22307","0"
"22313","0.016"
"22317","0"
"22322","0"
"22327","0"
"22332","0"
"22337","0"
"22342","0"
"22347","0.033"
"22352","0"
"22357","0"
"22362","0"
"22367","0"
"22372","-0.302"
"22377","-0.246"
"22382","-0.026"
"22387","0.144"
"22392","-0.095"
"22397","0.026"
"22402","-0.15"
"22407","-0.005"
"22412","-0.046"
"22417","-0.057"
"22422","-0.284"
"22426","-0.095"
"22432","0.099"
"22437","-0.246"
"22442","0.251"
"22447","-0.222"
"22452","0.006"
"22457","0.137"
"22462","-0.137"
"22467","0.199"
"22472","-0.13"
"22477","0.175"
"22482","-0.163"
"22487","-0.163"
"22492","0.05"
"22497","0.026"
"22502","0.033"
"22507","-0.074"
"22513","-0.188"
"22517","0.154"
"22522","-0.133"
"22527","0.313"
"22532","-0.246"
"22537","0.223"
"22542","-0.163"
"22547","-0.264"
"22552","-0.081"
"22557","0.151"
"22562","-0.04"
"22567","0.241"
"22572","-0.074"
"22577","0.092"
"22582","-0.322"
"22587","-0.137"
"22592","0.144"
"22597","-0.044"
"22602","-0.268"
"22607","-0.098"
"22613","0.092"
"22617","-0.112"
"22622","0.04"
"22627","-0.054"
"22632","-0.344"
"22637","0.452"
"22642","-0.198"
"22648","0.341"
"22653","0.296"
"22657","-0.537"
"22662","0.372"
"22667","-0.184"
"22672","0.047"
"22677","-0.295"
"22682","-0.191"
"22687","-0.27"
"22692","-0.447"
"22697","0.241"
"22702","0.127"
"22707","0.068"
"22713","-0.658"
"22717","0.358"
"22722","-0.392"
"22727","-0.078"
"22732","0.064"
"22737","-0.27"
"22742","0.088"
"22747","0.241"
"22752","-0.33"
"22757","-0.202"
"22762","-0.05"
"22767","-0.022"
"22772","-0.147"
"22777","-0.447"
"22782","0.418"
"22787","-0.222"
"22792","0.217"
"22797","-0.13"
"22802","-0.123"
"22807","0.109"
"22812","0.299"
"22817","-0.354"
"22822","-0.354"
"22827","0.05"
"22832","-0.27"
"22837","0.5"
"22842","0.193"
"22847","-0.102"
"22852","0.044"
"22857","0.269"
"22862","-0.13"
"22867","-0.054"
"22872","0.168"
"22877","0.532"
"22882","-0.019"
"22887","0.39"
"22892","-0.256"
"22897","0.32"
"22902","-0.828"
"22907","0.241"
"22912","-0.264"
"22917","-0.137"
"22922","0.054"
"22927","0.179"
"22932","-0.336"
"22937","0.763"
"22942","-0.295"
"22947","0.185"
"22952","-0.144"
"22957","0.279"
"22962","0.026"
"22967","-0.541"
"22972","0.209"
"22977","-0.769"
"22982","-0.008"
"22987","0.282"
"22992","-0.953"
"22997","0.444"
"23002","-0.52"
"23008","-0.074"
"23013","-0.106"
"23017","0.095"
"23022","-0.147"
"23027","-0.232"
"23032","-0.295"
"23037","-0.495"
"23042","0.753"
"23047","-0.361"
"23052","0.313"
"23057","-0.278"
"23062","0.016"
"23067","-0.016"
"23072","0.563"
"23077","-0.17"
"23082","-0.208"
"23087","-0.092"
"23092","-0.433"
"23097","0.099"
"23102","-0.569"
"23107","0.971"
"23113","-0.427"
"23117","-0.036"
"23122","0.171"
"23127","-0.208"
"23133","-0.112"
"23138","-0.14"
"23142","-0.62"
"23147","0.362"
"23152","0.054"
"23157","-0.002"
"23162","-0.281"
"23167","-0.153"
"23172","0.49"
"23177","-0.35"
"23182","-0.409"
"23187","0.22"
"23192","-0.16"
"23197","-0.163"
